id,breed
5478,toy terrier
7949,german short-haired pointer
22310,affenpinscher
21202,bloodhound
20863,siberian husky
7005,weimaraner
9828,scotch terrier
19182,curly-coated retriever
20460,maltese dog
14673,lakeland terrier
23455,afghan hound
21764,dhole
3713,miniature pinscher
14994,boxer
16431,miniature poodle
21721,dhole
10648,pug
18180,dandie dinmont
22788,otterhound
20247,australian terrier
19159,curly-coated retriever
10756,komondor
7009,weimaraner
1916,staffordshire bullterrier
16882,airedale
6411,bull mastiff
10159,norwegian elkhound
19417,border collie
19849,norfolk terrier
22378,affenpinscher
14445,old english sheepdog
9080,cardigan
11975,cairn
17486,borzoi
10563,pug
517,flat-coated retriever
7169,appenzeller
22098,ibizan hound
17162,chow
1835,staffordshire bullterrier
15392,collie
5267,great dane
11418,malamute
10268,norwegian elkhound
10204,norwegian elkhound
12012,cairn
6722,beagle
8354,yorkshire terrier
16061,greater swiss mountain dog
22579,saint bernard
12021,cairn
834,standard poodle
8756,keeshond
19197,curly-coated retriever
11024,labrador retriever
6569,basenji
5454,groenendael
7457,chihuahua
12299,saluki
15681,african hunting dog
6972,weimaraner
6005,sealyham terrier
19138,curly-coated retriever
8219,yorkshire terrier
123,english springer
10622,pug
14657,lakeland terrier
4919,sussex spaniel
4492,dingo
6681,beagle
22756,otterhound
16955,wire-haired fox terrier
8540,bedlington terrier
16218,american staffordshire terrier
20168,rhodesian ridgeback
13481,shetland sheepdog
13060,chesapeake bay retriever
18710,brabancon griffon
18044,welsh springer spaniel
1071,kelpie
12145,shih-tzu
9139,blenheim spaniel
19407,border collie
16539,miniature poodle
19609,tibetan mastiff
16265,american staffordshire terrier
19847,norfolk terrier
7984,giant schnauzer
21402,gordon setter
12026,cairn
9953,rottweiler
17923,welsh springer spaniel
21300,gordon setter
22885,kuvasz
2282,papillon
12639,whippet
20256,australian terrier
8829,walker hound
22167,ibizan hound
8566,bedlington terrier
18386,german shepherd
15946,toy poodle
2560,briard
21552,newfoundland
8521,bedlington terrier
7335,leonberg
3508,bernese mountain dog
13642,english setter
1847,staffordshire bullterrier
20954,siberian husky
11586,pekinese
2263,papillon
8309,yorkshire terrier
12881,eskimo dog
18037,welsh springer spaniel
13233,chesapeake bay retriever
22308,affenpinscher
1424,basset
17782,irish setter
13658,english setter
19021,golden retriever
893,standard poodle
22592,saint bernard
1692,mexican hairless
19056,golden retriever
5910,sealyham terrier
16586,pomeranian
13929,malinois
5808,redbone
6318,bull mastiff
11032,labrador retriever
1705,mexican hairless
13055,chesapeake bay retriever
17694,irish water spaniel
14248,clumber
4918,sussex spaniel
18549,miniature schnauzer
6677,beagle
15938,toy poodle
11501,pekinese
3990,japanese spaniel
22190,ibizan hound
15854,toy poodle
17721,irish setter
20721,kerry blue terrier
14624,lakeland terrier
11824,irish wolfhound
10489,french bulldog
5104,great dane
17282,chow
7502,chihuahua
20036,norfolk terrier
6616,basenji
16740,pomeranian
11028,labrador retriever
22126,ibizan hound
9502,cocker spaniel
2575,briard
4559,dingo
20522,maltese dog
8351,yorkshire terrier
21628,dhole
10002,rottweiler
18369,german shepherd
22989,schipperke
9412,cocker spaniel
2656,briard
12386,saluki
4955,sussex spaniel
6302,bull mastiff
18534,miniature schnauzer
9852,scotch terrier
16027,greater swiss mountain dog
7659,norwich terrier
4512,dingo
6977,weimaraner
13203,chesapeake bay retriever
18946,golden retriever
15364,collie
5179,great dane
9956,rottweiler
3573,bernese mountain dog
17592,irish water spaniel
16833,airedale
18991,golden retriever
18209,dandie dinmont
836,standard poodle
7962,german short-haired pointer
20606,maltese dog
11801,irish wolfhound
21036,bloodhound
16069,greater swiss mountain dog
20675,kerry blue terrier
12746,border terrier
13498,shetland sheepdog
12865,eskimo dog
21351,gordon setter
10000,rottweiler
5949,sealyham terrier
22559,saint bernard
5004,sussex spaniel
3286,soft-coated wheaten terrier
4056,japanese spaniel
13842,malinois
16880,airedale
8396,bedlington terrier
5237,great dane
304,bouvier des flandres
2556,briard
1217,bluetick
19963,norfolk terrier
18714,brabancon griffon
5738,redbone
7660,norwich terrier
18093,dandie dinmont
14684,lakeland terrier
14690,lakeland terrier
1648,mexican hairless
3658,bernese mountain dog
17317,borzoi
19494,tibetan mastiff
10055,rottweiler
17258,chow
5865,redbone
6526,basenji
11407,malamute
7000,weimaraner
11312,malamute
15522,great pyrenees
20499,maltese dog
19950,norfolk terrier
9761,scotch terrier
17952,welsh springer spaniel
13286,samoyed
21767,dhole
2643,briard
6057,sealyham terrier
8378,bedlington terrier
4947,sussex spaniel
18421,german shepherd
10080,rottweiler
1792,staffordshire bullterrier
14335,clumber
13893,malinois
23259,pembroke
7162,appenzeller
16591,pomeranian
124,english springer
22208,affenpinscher
14784,lakeland terrier
22949,kuvasz
1707,mexican hairless
1147,kelpie
22500,saint bernard
4253,lhasa
18240,dandie dinmont
74,english springer
8730,keeshond
6631,basenji
19487,tibetan mastiff
20051,rhodesian ridgeback
14383,clumber
11880,cairn
18917,golden retriever
22858,kuvasz
8705,keeshond
4389,italian greyhound
23167,schipperke
17664,irish water spaniel
14583,old english sheepdog
13478,shetland sheepdog
12476,whippet
14628,lakeland terrier
5264,great dane
6109,doberman
1429,basset
3892,japanese spaniel
23442,afghan hound
4363,italian greyhound
18320,german shepherd
11564,pekinese
8593,keeshond
1258,bluetick
19185,curly-coated retriever
17351,borzoi
2076,tibetan terrier
1159,bluetick
13652,english setter
22863,kuvasz
508,flat-coated retriever
8425,bedlington terrier
22043,ibizan hound
2014,tibetan terrier
1774,staffordshire bullterrier
17650,irish water spaniel
15026,boxer
20309,australian terrier
20170,rhodesian ridgeback
8127,giant schnauzer
1074,kelpie
13693,english setter
7953,german short-haired pointer
23160,schipperke
20894,siberian husky
16867,airedale
18076,welsh springer spaniel
18579,miniature schnauzer
5624,toy terrier
7576,chihuahua
14554,old english sheepdog
13128,chesapeake bay retriever
11330,malamute
23336,pembroke
1376,basset
2999,irish terrier
14110,silky terrier
20062,rhodesian ridgeback
18802,brabancon griffon
21353,gordon setter
10698,komondor
15380,collie
18119,dandie dinmont
13935,malinois
23069,schipperke
13387,samoyed
8767,walker hound
16011,greater swiss mountain dog
13930,malinois
17289,chow
21482,newfoundland
17496,borzoi
4801,entlebucher
13753,english setter
7185,appenzeller
9162,blenheim spaniel
18011,welsh springer spaniel
2705,briard
8177,giant schnauzer
19101,curly-coated retriever
14338,clumber
9057,cardigan
11724,irish wolfhound
18473,german shepherd
2544,briard
6121,doberman
11607,pekinese
17564,irish water spaniel
803,standard poodle
5224,great dane
23527,afghan hound
18543,miniature schnauzer
21153,bloodhound
10222,norwegian elkhound
13776,english setter
9076,cardigan
16089,greater swiss mountain dog
23180,schipperke
345,bouvier des flandres
1822,staffordshire bullterrier
18285,german shepherd
12394,saluki
4878,sussex spaniel
1528,basset
13998,malinois
13614,shetland sheepdog
12980,eskimo dog
6215,doberman
12043,cairn
22195,ibizan hound
20962,siberian husky
5855,redbone
14740,lakeland terrier
2013,tibetan terrier
13388,samoyed
9059,cardigan
3279,soft-coated wheaten terrier
11928,cairn
14501,old english sheepdog
13467,shetland sheepdog
3690,miniature pinscher
7336,leonberg
13655,english setter
13685,english setter
4100,lhasa
4444,italian greyhound
20164,rhodesian ridgeback
5466,groenendael
15662,african hunting dog
4658,dingo
21084,bloodhound
16295,american staffordshire terrier
19979,norfolk terrier
10650,pug
15824,toy poodle
9214,blenheim spaniel
1025,kelpie
8485,bedlington terrier
47,english springer
18583,miniature schnauzer
23239,pembroke
7672,norwich terrier
14634,lakeland terrier
1742,mexican hairless
2674,briard
23494,afghan hound
15205,collie
5982,sealyham terrier
13225,chesapeake bay retriever
6335,bull mastiff
2614,briard
10920,labrador retriever
21192,bloodhound
1709,mexican hairless
4576,dingo
22599,otterhound
12204,shih-tzu
23004,schipperke
11881,cairn
22193,ibizan hound
7631,norwich terrier
12104,shih-tzu
6519,basenji
21666,dhole
4841,entlebucher
18792,brabancon griffon
14870,boxer
20829,siberian husky
20714,kerry blue terrier
1634,mexican hairless
17284,chow
533,flat-coated retriever
19564,tibetan mastiff
21874,brittany spaniel
1034,kelpie
13694,english setter
12948,eskimo dog
10815,komondor
3712,miniature pinscher
10523,pug
14571,old english sheepdog
12569,whippet
8000,giant schnauzer
18508,miniature schnauzer
7489,chihuahua
11909,cairn
12546,whippet
911,standard poodle
11472,malamute
15008,boxer
3151,soft-coated wheaten terrier
17830,irish setter
13980,malinois
19343,border collie
22696,otterhound
18314,german shepherd
20572,maltese dog
17189,chow
361,bouvier des flandres
14932,boxer
6578,basenji
2352,black-and-tan coonhound
20468,maltese dog
5255,great dane
21509,newfoundland
8481,bedlington terrier
9183,blenheim spaniel
8733,keeshond
12187,shih-tzu
11810,irish wolfhound
17730,irish setter
1549,mexican hairless
14913,boxer
5357,groenendael
22529,saint bernard
6554,basenji
2990,irish terrier
9220,blenheim spaniel
8867,walker hound
3710,miniature pinscher
14403,clumber
3059,irish terrier
5057,sussex spaniel
13377,samoyed
21473,newfoundland
14829,boxer
3254,soft-coated wheaten terrier
13989,malinois
16768,airedale
19015,golden retriever
9427,cocker spaniel
17708,irish setter
14857,boxer
7446,chihuahua
23251,pembroke
21620,dhole
9446,cocker spaniel
7798,german short-haired pointer
16794,airedale
1259,bluetick
15902,toy poodle
13383,samoyed
22483,saint bernard
17100,wire-haired fox terrier
8600,keeshond
1532,basset
4057,japanese spaniel
1187,bluetick
12942,eskimo dog
20649,kerry blue terrier
1998,tibetan terrier
3486,bernese mountain dog
6727,beagle
21000,siberian husky
7882,german short-haired pointer
532,flat-coated retriever
115,english springer
15707,african hunting dog
1683,mexican hairless
7323,leonberg
50,english springer
2288,papillon
16380,miniature poodle
18525,miniature schnauzer
556,flat-coated retriever
11477,malamute
23115,schipperke
18715,brabancon griffon
16128,greater swiss mountain dog
20736,kerry blue terrier
16717,pomeranian
17158,chow
18123,dandie dinmont
21426,newfoundland
9526,scottish deerhound
12717,border terrier
17260,chow
6904,weimaraner
2373,black-and-tan coonhound
17900,welsh springer spaniel
12418,saluki
2151,papillon
6148,doberman
21571,newfoundland
16256,american staffordshire terrier
5241,great dane
10966,labrador retriever
19532,tibetan mastiff
19856,norfolk terrier
839,standard poodle
14537,old english sheepdog
15974,greater swiss mountain dog
19023,golden retriever
22318,affenpinscher
4180,lhasa
6389,bull mastiff
5219,great dane
3878,japanese spaniel
5444,groenendael
2817,boston bull
4549,dingo
16569,pomeranian
17860,irish setter
13559,shetland sheepdog
3228,soft-coated wheaten terrier
21444,newfoundland
20083,rhodesian ridgeback
14605,lakeland terrier
17912,welsh springer spaniel
17051,wire-haired fox terrier
18293,german shepherd
4735,entlebucher
20895,siberian husky
10146,norwegian elkhound
1303,bluetick
16687,pomeranian
3996,japanese spaniel
3560,bernese mountain dog
16462,miniature poodle
19118,curly-coated retriever
2374,black-and-tan coonhound
3364,vizsla
2997,irish terrier
4089,lhasa
1966,tibetan terrier
20217,rhodesian ridgeback
21727,dhole
1733,mexican hairless
7070,appenzeller
17567,irish water spaniel
15390,collie
10155,norwegian elkhound
23248,pembroke
18863,brabancon griffon
14007,malinois
12400,saluki
8478,bedlington terrier
15280,collie
1464,basset
11876,cairn
11664,pekinese
13769,english setter
4809,entlebucher
13763,english setter
15394,collie
22998,schipperke
3214,soft-coated wheaten terrier
18500,miniature schnauzer
753,west highland white terrier
11022,labrador retriever
15800,toy poodle
20837,siberian husky
16028,greater swiss mountain dog
15538,great pyrenees
10334,french bulldog
21472,newfoundland
3023,irish terrier
18937,golden retriever
18428,german shepherd
4584,dingo
10926,labrador retriever
16143,greater swiss mountain dog
5317,groenendael
824,standard poodle
10033,rottweiler
12480,whippet
14768,lakeland terrier
16997,wire-haired fox terrier
11146,standard schnauzer
285,bouvier des flandres
20443,maltese dog
15113,boxer
2311,papillon
20299,australian terrier
19936,norfolk terrier
7775,norwich terrier
19362,border collie
13846,malinois
9210,blenheim spaniel
19871,norfolk terrier
21225,gordon setter
13665,english setter
20995,siberian husky
10457,french bulldog
9617,scottish deerhound
2367,black-and-tan coonhound
9746,scotch terrier
17760,irish setter
22545,saint bernard
14142,silky terrier
13003,eskimo dog
20633,kerry blue terrier
11343,malamute
7184,appenzeller
6985,weimaraner
12787,border terrier
6898,weimaraner
15587,great pyrenees
16246,american staffordshire terrier
9663,scottish deerhound
118,english springer
9198,blenheim spaniel
14525,old english sheepdog
6114,doberman
5095,great dane
13697,english setter
8126,giant schnauzer
10138,norwegian elkhound
15415,great pyrenees
2130,tibetan terrier
18415,german shepherd
30,english springer
12966,eskimo dog
16525,miniature poodle
19688,english foxhound
22856,kuvasz
6008,sealyham terrier
9105,cardigan
20152,rhodesian ridgeback
4673,dingo
17985,welsh springer spaniel
867,standard poodle
15939,toy poodle
10345,french bulldog
337,bouvier des flandres
6217,doberman
11478,pekinese
12046,cairn
11074,labrador retriever
16912,airedale
11905,cairn
10015,rottweiler
7892,german short-haired pointer
4525,dingo
5939,sealyham terrier
6140,doberman
5825,redbone
8958,cardigan
5576,toy terrier
16119,greater swiss mountain dog
18773,brabancon griffon
5107,great dane
8539,bedlington terrier
2322,papillon
5248,great dane
8331,yorkshire terrier
170,english springer
6767,beagle
4542,dingo
15923,toy poodle
23547,afghan hound
22408,saint bernard
1098,kelpie
3197,soft-coated wheaten terrier
6404,bull mastiff
11370,malamute
8075,giant schnauzer
4974,sussex spaniel
18681,brabancon griffon
12528,whippet
13235,chesapeake bay retriever
6204,doberman
16786,airedale
7645,norwich terrier
4587,dingo
19210,curly-coated retriever
9985,rottweiler
13183,chesapeake bay retriever
1340,bluetick
18418,german shepherd
10588,pug
15331,collie
13013,eskimo dog
15586,great pyrenees
15016,boxer
12802,border terrier
9578,scottish deerhound
14526,old english sheepdog
9949,rottweiler
15717,african hunting dog
5161,great dane
1841,staffordshire bullterrier
11008,labrador retriever
22094,ibizan hound
9232,blenheim spaniel
10602,pug
1220,bluetick
13115,chesapeake bay retriever
16328,american staffordshire terrier
12685,border terrier
17878,irish setter
14729,lakeland terrier
15175,boxer
17205,chow
5087,great dane
18643,miniature schnauzer
17045,wire-haired fox terrier
11568,pekinese
17892,irish setter
4108,lhasa
7837,german short-haired pointer
18573,miniature schnauzer
19975,norfolk terrier
20773,kerry blue terrier
19140,curly-coated retriever
4399,italian greyhound
10181,norwegian elkhound
12231,shih-tzu
20289,australian terrier
8266,yorkshire terrier
16133,greater swiss mountain dog
16614,pomeranian
17026,wire-haired fox terrier
19439,border collie
23023,schipperke
10043,rottweiler
22206,ibizan hound
7035,appenzeller
13320,samoyed
3148,soft-coated wheaten terrier
21931,brittany spaniel
16783,airedale
7137,appenzeller
620,west highland white terrier
11875,cairn
15307,collie
14666,lakeland terrier
16221,american staffordshire terrier
23117,schipperke
1992,tibetan terrier
10488,french bulldog
10821,komondor
15199,boxer
14286,clumber
23515,afghan hound
18875,golden retriever
6679,beagle
5984,sealyham terrier
5941,sealyham terrier
4367,italian greyhound
11162,standard schnauzer
6197,doberman
1239,bluetick
21121,bloodhound
3638,bernese mountain dog
3384,vizsla
20280,australian terrier
7368,leonberg
18243,dandie dinmont
17121,chow
9052,cardigan
21941,brittany spaniel
11310,malamute
13251,samoyed
16409,miniature poodle
15926,toy poodle
5062,sussex spaniel
1947,tibetan terrier
6654,beagle
6075,doberman
2519,black-and-tan coonhound
14936,boxer
20713,kerry blue terrier
11337,malamute
10075,rottweiler
12241,shih-tzu
1778,staffordshire bullterrier
19554,tibetan mastiff
13442,shetland sheepdog
19429,border collie
21776,dhole
21605,newfoundland
10183,norwegian elkhound
2119,tibetan terrier
10981,labrador retriever
5853,redbone
11016,labrador retriever
19260,border collie
10961,labrador retriever
19427,border collie
17180,chow
19224,curly-coated retriever
13701,english setter
21915,brittany spaniel
23157,schipperke
11674,pekinese
22038,ibizan hound
18975,golden retriever
10855,komondor
22945,kuvasz
5840,redbone
19903,norfolk terrier
19716,english foxhound
11584,pekinese
18437,german shepherd
3031,irish terrier
2482,black-and-tan coonhound
13587,shetland sheepdog
90,english springer
15084,boxer
2621,briard
4014,japanese spaniel
8105,giant schnauzer
8380,bedlington terrier
13108,chesapeake bay retriever
12656,border terrier
23208,pembroke
16613,pomeranian
7669,norwich terrier
12666,border terrier
6805,beagle
22257,affenpinscher
2603,briard
18420,german shepherd
16905,airedale
22184,ibizan hound
22551,saint bernard
10541,pug
1314,bluetick
3823,miniature pinscher
17066,wire-haired fox terrier
9582,scottish deerhound
12636,whippet
20144,rhodesian ridgeback
4846,entlebucher
14851,boxer
15634,african hunting dog
3507,bernese mountain dog
4789,entlebucher
5695,redbone
6449,bull mastiff
1351,basset
21059,bloodhound
10197,norwegian elkhound
6563,basenji
14664,lakeland terrier
4039,japanese spaniel
10732,komondor
1006,kelpie
13786,english setter
6010,sealyham terrier
22091,ibizan hound
2189,papillon
22224,affenpinscher
19372,border collie
15548,great pyrenees
13771,english setter
6212,doberman
12473,whippet
513,flat-coated retriever
10501,french bulldog
4305,italian greyhound
2669,briard
20795,kerry blue terrier
6248,doberman
4225,lhasa
788,standard poodle
2509,black-and-tan coonhound
15771,african hunting dog
754,west highland white terrier
10885,komondor
19436,border collie
20338,australian terrier
18971,golden retriever
20207,rhodesian ridgeback
3921,japanese spaniel
3225,soft-coated wheaten terrier
11927,cairn
19031,golden retriever
2307,papillon
13338,samoyed
5056,sussex spaniel
6243,doberman
425,flat-coated retriever
9293,blenheim spaniel
7761,norwich terrier
4884,sussex spaniel
2526,briard
13213,chesapeake bay retriever
4505,dingo
1737,mexican hairless
18646,miniature schnauzer
1441,basset
4902,sussex spaniel
20853,siberian husky
7171,appenzeller
1051,kelpie
17191,chow
5580,toy terrier
12917,eskimo dog
1891,staffordshire bullterrier
16121,greater swiss mountain dog
20470,maltese dog
18769,brabancon griffon
23426,afghan hound
6552,basenji
12287,saluki
5385,groenendael
14150,silky terrier
9771,scotch terrier
10615,pug
21334,gordon setter
22473,saint bernard
2289,papillon
14678,lakeland terrier
1755,staffordshire bullterrier
3665,bernese mountain dog
14566,old english sheepdog
2256,papillon
6177,doberman
9941,rottweiler
15036,boxer
10364,french bulldog
3920,japanese spaniel
3521,bernese mountain dog
14639,lakeland terrier
20561,maltese dog
18840,brabancon griffon
1447,basset
12631,whippet
15286,collie
22341,affenpinscher
8419,bedlington terrier
19351,border collie
18417,german shepherd
5859,redbone
11378,malamute
2084,tibetan terrier
895,standard poodle
21988,brittany spaniel
12077,cairn
21761,dhole
1422,basset
8500,bedlington terrier
13875,malinois
4860,entlebucher
19602,tibetan mastiff
20436,maltese dog
21948,brittany spaniel
17752,irish setter
20575,maltese dog
3346,vizsla
16979,wire-haired fox terrier
11349,malamute
2120,tibetan terrier
3140,soft-coated wheaten terrier
10998,labrador retriever
17891,irish setter
7275,leonberg
23028,schipperke
16045,greater swiss mountain dog
14831,boxer
6867,weimaraner
5455,groenendael
11252,standard schnauzer
18575,miniature schnauzer
17273,chow
2165,papillon
2888,boston bull
6883,weimaraner
13117,chesapeake bay retriever
3201,soft-coated wheaten terrier
1191,bluetick
11010,labrador retriever
19804,english foxhound
19721,english foxhound
2676,briard
9187,blenheim spaniel
7420,chihuahua
22168,ibizan hound
15243,collie
12792,border terrier
4483,dingo
11433,malamute
19698,english foxhound
19777,english foxhound
3079,irish terrier
21675,dhole
3933,japanese spaniel
21718,dhole
12745,border terrier
9717,scottish deerhound
3379,vizsla
19378,border collie
8576,keeshond
17433,borzoi
9143,blenheim spaniel
10439,french bulldog
16658,pomeranian
9593,scottish deerhound
8798,walker hound
6196,doberman
1210,bluetick
13880,malinois
9825,scotch terrier
2652,briard
9642,scottish deerhound
15333,collie
1586,mexican hairless
6329,bull mastiff
6644,beagle
20380,australian terrier
17023,wire-haired fox terrier
3952,japanese spaniel
7697,norwich terrier
16457,miniature poodle
18835,brabancon griffon
233,bouvier des flandres
19167,curly-coated retriever
2645,briard
484,flat-coated retriever
4695,entlebucher
13050,chesapeake bay retriever
14790,lakeland terrier
13672,english setter
19694,english foxhound
8848,walker hound
8488,bedlington terrier
5408,groenendael
18125,dandie dinmont
2326,papillon
9286,blenheim spaniel
1941,tibetan terrier
4187,lhasa
13938,malinois
2030,tibetan terrier
16935,airedale
6270,bull mastiff
23077,schipperke
11488,pekinese
20509,maltese dog
16033,greater swiss mountain dog
14175,silky terrier
679,west highland white terrier
11681,irish wolfhound
16576,pomeranian
17674,irish water spaniel
2510,black-and-tan coonhound
7473,chihuahua
17082,wire-haired fox terrier
6517,basenji
2231,papillon
7409,chihuahua
22548,saint bernard
17452,borzoi
6220,doberman
8795,walker hound
6186,doberman
22739,otterhound
11684,irish wolfhound
15416,great pyrenees
19431,border collie
1339,bluetick
22253,affenpinscher
5931,sealyham terrier
3431,vizsla
1324,bluetick
14417,old english sheepdog
10484,french bulldog
8770,walker hound
9337,cocker spaniel
790,standard poodle
18651,miniature schnauzer
22032,ibizan hound
319,bouvier des flandres
12916,eskimo dog
6837,beagle
18639,miniature schnauzer
815,standard poodle
5366,groenendael
5174,great dane
9051,cardigan
18054,welsh springer spaniel
21397,gordon setter
14976,boxer
13349,samoyed
14043,silky terrier
1315,bluetick
4340,italian greyhound
22439,saint bernard
20328,australian terrier
17870,irish setter
21517,newfoundland
22654,otterhound
2300,papillon
1317,bluetick
487,flat-coated retriever
20518,maltese dog
1241,bluetick
4534,dingo
15680,african hunting dog
702,west highland white terrier
21211,bloodhound
11558,pekinese
6153,doberman
6469,basenji
13571,shetland sheepdog
4339,italian greyhound
12179,shih-tzu
18335,german shepherd
19242,curly-coated retriever
4660,dingo
5727,redbone
20685,kerry blue terrier
6970,weimaraner
10945,labrador retriever
8392,bedlington terrier
22904,kuvasz
6360,bull mastiff
8144,giant schnauzer
5209,great dane
3290,soft-coated wheaten terrier
22415,saint bernard
20226,rhodesian ridgeback
19465,tibetan mastiff
15001,boxer
16400,miniature poodle
17525,irish water spaniel
2626,briard
6946,weimaraner
3403,vizsla
5081,great dane
17532,irish water spaniel
15970,toy poodle
22719,otterhound
21943,brittany spaniel
21086,bloodhound
5896,sealyham terrier
4114,lhasa
21410,newfoundland
9322,blenheim spaniel
8963,cardigan
4416,italian greyhound
902,standard poodle
20654,kerry blue terrier
852,standard poodle
19674,english foxhound
9963,rottweiler
20183,rhodesian ridgeback
350,bouvier des flandres
21547,newfoundland
7781,norwich terrier
9451,cocker spaniel
15825,toy poodle
12090,shih-tzu
22426,saint bernard
11367,malamute
3879,japanese spaniel
19782,english foxhound
4637,dingo
8535,bedlington terrier
9385,cocker spaniel
21008,siberian husky
13521,shetland sheepdog
4647,dingo
19664,english foxhound
5841,redbone
17055,wire-haired fox terrier
15812,toy poodle
18775,brabancon griffon
11656,pekinese
22797,kuvasz
22646,otterhound
1384,basset
5183,great dane
14556,old english sheepdog
21562,newfoundland
23255,pembroke
13142,chesapeake bay retriever
9707,scottish deerhound
4642,dingo
4843,entlebucher
22672,otterhound
16883,airedale
6736,beagle
3968,japanese spaniel
2637,briard
22211,affenpinscher
22734,otterhound
11377,malamute
11444,malamute
11652,pekinese
8411,bedlington terrier
15901,toy poodle
4461,italian greyhound
18719,brabancon griffon
18063,welsh springer spaniel
16141,greater swiss mountain dog
1341,bluetick
1462,basset
858,standard poodle
5762,redbone
11122,standard schnauzer
4554,dingo
12592,whippet
9538,scottish deerhound
21028,bloodhound
2969,irish terrier
582,flat-coated retriever
19130,curly-coated retriever
4349,italian greyhound
2980,irish terrier
21850,brittany spaniel
1698,mexican hairless
15999,greater swiss mountain dog
21523,newfoundland
18820,brabancon griffon
3321,vizsla
3863,miniature pinscher
18008,welsh springer spaniel
22623,otterhound
12051,cairn
938,standard poodle
14435,old english sheepdog
16455,miniature poodle
6136,doberman
18506,miniature schnauzer
3784,miniature pinscher
6434,bull mastiff
14970,boxer
12129,shih-tzu
19184,curly-coated retriever
5362,groenendael
372,bouvier des flandres
15915,toy poodle
18633,miniature schnauzer
2029,tibetan terrier
9611,scottish deerhound
21497,newfoundland
7587,chihuahua
10767,komondor
19581,tibetan mastiff
16823,airedale
1911,staffordshire bullterrier
21380,gordon setter
23509,afghan hound
12882,eskimo dog
11429,malamute
16611,pomeranian
5625,toy terrier
22319,affenpinscher
985,kelpie
5347,groenendael
19289,border collie
1747,staffordshire bullterrier
174,english springer
12068,cairn
15691,african hunting dog
23298,pembroke
16303,american staffordshire terrier
5725,redbone
11125,standard schnauzer
7710,norwich terrier
2039,tibetan terrier
420,flat-coated retriever
7316,leonberg
6508,basenji
17713,irish setter
2467,black-and-tan coonhound
13731,english setter
22864,kuvasz
15184,boxer
10825,komondor
5268,great dane
9885,scotch terrier
13868,malinois
1108,kelpie
14193,silky terrier
20329,australian terrier
19992,norfolk terrier
4233,lhasa
10896,labrador retriever
11658,pekinese
20386,australian terrier
5172,great dane
11311,malamute
21286,gordon setter
21099,bloodhound
16332,american staffordshire terrier
15124,boxer
587,west highland white terrier
17734,irish setter
15310,collie
23011,schipperke
4913,sussex spaniel
6529,basenji
5277,groenendael
19393,border collie
15753,african hunting dog
18381,german shepherd
7591,chihuahua
18461,german shepherd
20119,rhodesian ridgeback
3035,irish terrier
8260,yorkshire terrier
21102,bloodhound
22762,otterhound
3631,bernese mountain dog
17587,irish water spaniel
1980,tibetan terrier
10777,komondor
14107,silky terrier
21301,gordon setter
13284,samoyed
15451,great pyrenees
2150,papillon
18182,dandie dinmont
14782,lakeland terrier
13865,malinois
1811,staffordshire bullterrier
4113,lhasa
11819,irish wolfhound
17622,irish water spaniel
17037,wire-haired fox terrier
15958,toy poodle
21734,dhole
2235,papillon
15375,collie
2749,boston bull
5159,great dane
8524,bedlington terrier
18974,golden retriever
18196,dandie dinmont
18227,dandie dinmont
16036,greater swiss mountain dog
11665,pekinese
21549,newfoundland
1226,bluetick
8175,giant schnauzer
12632,whippet
774,standard poodle
23406,afghan hound
11667,pekinese
21698,dhole
20007,norfolk terrier
19402,border collie
18813,brabancon griffon
6467,basenji
3146,soft-coated wheaten terrier
11747,irish wolfhound
11700,irish wolfhound
16749,pomeranian
2239,papillon
18786,brabancon griffon
6944,weimaraner
6214,doberman
22481,saint bernard
4563,dingo
21304,gordon setter
5269,groenendael
14955,boxer
15061,boxer
11653,pekinese
18326,german shepherd
10680,pug
18886,golden retriever
4267,lhasa
7998,giant schnauzer
12649,whippet
1138,kelpie
2638,briard
22841,kuvasz
4546,dingo
7427,chihuahua
18938,golden retriever
14304,clumber
11795,irish wolfhound
7595,norwich terrier
4040,japanese spaniel
6749,beagle
12854,eskimo dog
570,flat-coated retriever
9635,scottish deerhound
20841,siberian husky
12585,whippet
13293,samoyed
1526,basset
5740,redbone
13981,malinois
10861,komondor
16956,wire-haired fox terrier
5072,sussex spaniel
17720,irish setter
2588,briard
20750,kerry blue terrier
17068,wire-haired fox terrier
1860,staffordshire bullterrier
4490,dingo
1996,tibetan terrier
4207,lhasa
7881,german short-haired pointer
18738,brabancon griffon
22805,kuvasz
15799,toy poodle
6784,beagle
2468,black-and-tan coonhound
9860,scotch terrier
1625,mexican hairless
12747,border terrier
5565,toy terrier
2033,tibetan terrier
8553,bedlington terrier
23551,afghan hound
16287,american staffordshire terrier
5307,groenendael
13158,chesapeake bay retriever
20134,rhodesian ridgeback
22165,ibizan hound
3150,soft-coated wheaten terrier
23423,afghan hound
9130,cardigan
14621,lakeland terrier
2618,briard
11621,pekinese
19481,tibetan mastiff
11283,standard schnauzer
21617,dhole
8102,giant schnauzer
2567,briard
18300,german shepherd
381,bouvier des flandres
10361,french bulldog
18842,brabancon griffon
2985,irish terrier
11117,standard schnauzer
20628,kerry blue terrier
2004,tibetan terrier
10030,rottweiler
23501,afghan hound
16062,greater swiss mountain dog
9537,scottish deerhound
6111,doberman
14553,old english sheepdog
2554,briard
19817,english foxhound
